Temperatura,Personas,Electrodomesticos,Consumo_kWh
20.98792439866607,3.0,5.0,31.211119382973123
27.420688428570543,5.0,10.0,61.64122947625055
25.53410265668773,3.0,15.0,57.04257338504735
21.4435134762696,3.0,17.0,55.916042406887115
29.2975800046799,1.0,18.0,63.60382588531433
20.58100478218299,4.0,14.0,54.88910868210017
,5.0,16.0,60.02559558250901
20.861690402401138,1.0,8.0,39.1966450988835
27.550411065653922,5.0,10.0,59.38617771602918
19.266657034268334,2.0,20.0,56.72256866660151
25.921391497956574,2.0,20.0,63.37964199228486
14.434380479613601,1.0,5.0,29.344760062065973
21.149796821143262,2.0,5.0,30.453101520201418
14.413324365114338,4.0,6.0,32.588578874187576
23.995566085281247,,5.0,40.918550337531514
19.063009753606448,3.0,7.0,36.276530817911905
22.766617752340842,2.0,19.0,
19.492950065601583,5.0,11.0,52.15254297203373
22.890264932386653,1.0,5.0,32.79975825371988
21.432462611121345,,15.0,66.04253089620654
23.88445073714977,4.0,9.0,52.40371079743802
12.46485882958413,,14.0,38.25219663118868
21.748883469511426,3.0,7.0,40.66371530180442
31.66884646785243,1.0,7.0,38.826139765171924
27.207069742733268,2.0,19.0,66.14712041974225
13.632165231167598,3.0,18.0,55.24966420366414
25.37645545073365,3.0,5.0,37.55238938692132
23.44842023717695,5.0,,
31.093212597625314,,17.0,64.6670139786126
25.656249211818196,2.0,10.0,48.31324400061895
20.230987317933117,2.0,7.0,34.52785975771936
21.87870071400056,2.0,19.0,
25.113267992365238,2.0,19.0,62.746663220833824
,2.0,13.0,46.10774561753603
15.993554755869395,3.0,9.0,38.85635126102846
16.345541417315026,,8.0,31.775805989666637
18.789734763208582,3.0,6.0,36.90203282784658
22.50585555556852,3.0,11.0,46.45628752435073
25.415729617996067,3.0,,60.133185773216226
,1.0,18.0,45.1431479504424
20.84720488220952,3.0,20.0,60.526624708058186
24.886430451771957,2.0,9.0,
12.315371204434287,5.0,,
22.326321850081268,,9.0,39.821280150793434
22.617063191486743,2.0,10.0,46.802931317264104
19.71872046316325,5.0,5.0,
17.690060583746302,5.0,12.0,49.55070944352164
18.1425270695135,5.0,11.0,49.67506336456166
18.897091675462665,5.0,14.0,59.411338214213345
18.57123531589995,4.0,13.0,52.13680140571194
29.002068236032944,3.0,,51.9175495413193
26.63976293049,,7.0,51.10043299271152
27.2230636134747,5.0,13.0,62.553598922732064
,1.0,19.0,51.71829348165378
21.592220989802655,1.0,9.0,44.5064970993373
21.593191889721332,1.0,10.0,38.73775353632572
24.76832283267494,2.0,18.0,54.74324288093316
26.868524535883683,2.0,9.0,44.86143722590741
26.567373571022397,5.0,20.0,72.3219890668918
28.29940114127914,3.0,13.0,53.95066975675592
24.175827527965286,3.0,6.0,43.75588793843475
27.561600236977732,4.0,18.0,67.50468332935075
26.730362388997737,4.0,18.0,67.72583446389893
21.982608327665698,,20.0,58.628523501296314
26.560530931881114,5.0,6.0,51.099468137227625
22.271723665759247,4.0,13.0,57.11848782675862
17.74128785214858,4.0,9.0,44.55265334576587
17.198651180765573,2.0,16.0,49.106386712037875
,5.0,15.0,63.75879187932233
12.531887584869462,2.0,6.0,32.111820243566484
21.717911815628767,3.0,13.0,47.428445235493065
24.251729863716882,2.0,12.0,46.26102599629887
22.407870350553466,4.0,17.0,
,2.0,16.0,54.977898741503985
24.38594873180611,4.0,7.0,43.620051511458534
,2.0,10.0,37.35496274230015
,4.0,17.0,53.32635719343358
9.640896634680805,4.0,8.0,31.856262696327633
28.06833389127273,3.0,19.0,68.4844116636644
16.0263627075251,1.0,19.0,52.515313207020654
10.51243168946082,4.0,7.0,32.23562988787438
20.337858431981527,1.0,20.0,54.72915140856827
21.149081371368354,1.0,10.0,37.63517668646776
26.419718224234146,3.0,17.0,55.12861007550238
21.407667535319337,3.0,20.0,59.27869755482037
,2.0,20.0,56.25146996899815
25.266882388469387,5.0,15.0,64.3013554668145
17.91793964565547,1.0,5.0,33.064339859432934
11.710903654355807,5.0,20.0,55.45934319945608
18.87959348788167,3.0,14.0,50.20919242529094
15.438421429159648,5.0,18.0,61.231857745151736
28.729840548281977,1.0,13.0,45.30056017236409
29.14283339964186,4.0,16.0,62.66788943628808
20.765990081753664,5.0,7.0,45.02021528230693
9.773924780037113,1.0,18.0,
17.220871955583714,1.0,5.0,31.161874258498067
13.532375023944235,2.0,10.0,
23.273338623020923,1.0,13.0,51.1596734547928
19.534748101941492,3.0,8.0,40.1915781613732
22.56582242318044,5.0,13.0,58.227570544279885
,1.0,15.0,53.17106277602446
23.64128124230659,3.0,8.0,42.49828569114756
34.97502313649478,5.0,17.0,80.12254978811558
22.071685484858843,5.0,12.0,56.14107047033201
29.187332896560555,5.0,12.0,61.07532599602729
14.490882765984319,2.0,,41.6242006840869
21.98723954900313,3.0,6.0,38.05695279188014
23.96063485224201,4.0,13.0,54.3957538736995
21.191055533178996,1.0,18.0,50.889484628547905
18.891268679611947,5.0,14.0,64.6249350813548
19.374740905726757,1.0,,49.077741171862876
21.88878109125071,2.0,9.0,40.32399951629608
18.077192250564366,4.0,6.0,42.089974623413895
22.506512802004423,5.0,5.0,46.81146241754311
24.136356175282753,1.0,13.0,48.908724310823416
26.40691793249556,2.0,10.0,47.90236289652118
22.911827620652204,3.0,5.0,35.00254515641536
39.25490799705338,1.0,18.0,64.6512381622142
25.92273569996364,2.0,20.0,62.45870659102323
17.138207772841774,3.0,16.0,48.76010656888922
16.468468371420236,3.0,15.0,50.44857685185818
18.759436014632193,1.0,18.0,51.22935806762632
19.019394671933107,2.0,16.0,45.25957607522433
19.460808662031678,3.0,7.0,37.14651579126954
18.91325429296487,1.0,17.0,45.72422014763033
24.722910915055692,2.0,13.0,47.09866367996875
11.543721212505027,5.0,10.0,47.775952741367774
32.41724978530516,1.0,19.0,59.889109277543376
21.056456582646977,5.0,15.0,59.17094149737719
17.7840731199866,5.0,8.0,46.68343718893329
21.419550662755352,3.0,16.0,55.383753637386796
11.87234505528226,3.0,13.0,38.79695123554254
24.505644041843624,1.0,,42.73744023125378
15.69730871405538,1.0,6.0,28.59492915981549
26.475267384440468,2.0,17.0,54.34531384988118
29.806411830257005,5.0,9.0,57.613654391394086
34.51182894332843,5.0,14.0,68.43981831865914
25.04921183571152,1.0,13.0,45.660941970137586
30.57490523500146,2.0,14.0,55.38526211551845
17.53271434138896,2.0,8.0,35.471053274112876
23.47683681164071,3.0,9.0,46.93592407543037
27.721857544153323,4.0,8.0,52.211680694044574
23.468563619112338,5.0,13.0,53.68497490775451
14.977942428086156,4.0,13.0,38.90336164224276
17.596921439371066,1.0,,42.879328558446886
19.267224894114424,2.0,10.0,32.96348762450623
21.182379092230146,3.0,20.0,61.604973290599084
29.855237149729916,1.0,18.0,56.13967118750156
21.6386649788419,1.0,20.0,56.139857803055364
23.210054257079545,3.0,10.0,48.733752984275256
13.427424488223647,5.0,8.0,38.72310504420903
14.76960999457458,4.0,19.0,57.45796039359603
21.2331633291745,5.0,14.0,60.011483963685706
14.547846750670468,4.0,17.0,52.77658399765262
17.96336522075907,,10.0,34.00435439700171
26.051684193091347,3.0,14.0,54.35141945398757
19.21494814540607,4.0,10.0,47.946268295814995
29.48597013757135,4.0,18.0,68.29856590717067
,2.0,8.0,40.983361720266366
16.512126503508696,4.0,8.0,38.03400448581374
30.69208771600536,4.0,19.0,73.41397615920017
15.90664860688089,4.0,,37.408195179001
15.005644977593478,5.0,16.0,57.61586526920418
19.283734253261656,4.0,12.0,45.279142286478454
19.158892316576793,3.0,20.0,
22.02133941748952,2.0,17.0,49.564613088714566
23.572821751144833,1.0,14.0,48.19994956030528
28.483637700677917,5.0,7.0,46.87288146901365
25.414606305434422,2.0,16.0,54.381798426798525
23.232100421098103,4.0,18.0,61.13705100707811
30.652323920292282,3.0,13.0,59.31417133510044
25.031129960384312,4.0,11.0,50.925527872441585
27.563781381472857,2.0,7.0,45.58540305290101
21.586077883321753,1.0,17.0,52.5051127989625
23.293406653008056,4.0,6.0,42.63662384066584
28.455005513898875,1.0,7.0,33.07635874204924
18.52119514938597,5.0,15.0,63.32315335085314
21.349865656379638,5.0,19.0,70.96648375460622
23.68145392410364,5.0,8.0,
21.632916963037,3.0,8.0,40.43546921266271
15.075090929631497,1.0,19.0,50.31409963727839
24.735315644805663,2.0,18.0,58.08148019980575
13.957953178365909,2.0,10.0,32.84634017527351
27.514174552436327,3.0,7.0,46.006244624760946
25.20567650348967,1.0,,57.89219800780874
21.686371015156205,3.0,11.0,43.85932290204564
24.41248365591082,4.0,10.0,46.94878956319532
25.059146051110062,3.0,6.0,38.754091610976594
18.08395823952324,3.0,8.0,36.99464929018969
18.69203484868373,1.0,20.0,49.23376971642347
20.91263673651347,3.0,15.0,50.2787056584251
35.34013735676611,4.0,19.0,76.88203494779158
22.312729169738216,1.0,17.0,57.81970519964317
15.051875777901454,4.0,6.0,36.52719791067335
26.305772183726155,4.0,6.0,42.97861980001084
22.19410002265769,4.0,6.0,43.20752420695779
20.842544965678496,3.0,13.0,45.69188395579043
24.383935932069132,4.0,8.0,129.07974491307263
33.39070590816176,5.0,7.0,58.57578180544836
17.010923167348537,5.0,18.0,59.80887528858577
10.871689624012548,5.0,7.0,47.313283743922625
27.002699987604213,3.0,13.0,53.54150528366363
23.426495090358063,2.0,7.0,33.738839758954605
17.428612687660184,2.0,11.0,33.00172359783777
8.383989979270277,2.0,5.0,17.889068227443218
15.088356720793314,3.0,15.0,51.22515901567314
22.78982797906847,4.0,12.0,51.28467055419665
19.42958860106889,3.0,8.0,40.47779450552909
20.462704685039714,1.0,15.0,42.27052177339089
21.417202141420564,1.0,9.0,38.474148604939955
23.088898063743855,2.0,17.0,60.22301831677625
12.607724594059977,4.0,17.0,53.521442658832434
15.167987477373249,1.0,5.0,23.93696678994758
15.171770680035639,3.0,6.0,
25.323689131412788,3.0,10.0,48.182350317514086
20.472642012585077,1.0,15.0,44.71550019521489
22.286891138585307,2.0,,35.958275360383624
23.36061404399014,1.0,10.0,37.99869051046041
21.767450888181443,5.0,10.0,52.2807921183667
,2.0,18.0,44.28975107449541
28.622896020843967,1.0,6.0,39.96923633007547
24.525477596615083,3.0,12.0,48.71538175104983
20.800237677134053,1.0,20.0,51.3289005779819
25.656619752857907,5.0,13.0,57.536202022121095
,2.0,6.0,41.704848104306755
25.48212350196832,4.0,19.0,66.97294190764191
29.773698657822,1.0,6.0,38.879489012231204
,1.0,19.0,54.90216505281739
22.230695421902315,5.0,5.0,
18.39523091406055,3.0,16.0,50.21815336550042
20.78635072591241,3.0,11.0,46.92679145177137
19.71784774097856,3.0,20.0,63.33779350395393
19.787720687657824,3.0,9.0,43.89506276435757
22.532329651133566,5.0,13.0,54.46359750906664
11.999901632082118,1.0,11.0,98.95177144515775
16.74485414944781,5.0,11.0,51.48035826411966
,4.0,11.0,52.227319180564955
23.08294131995183,5.0,20.0,72.76262101515715
22.817431285273642,3.0,11.0,40.38911489721553
16.958775869096215,5.0,,53.33408390618743
23.45214422867547,1.0,18.0,48.90366036220272
11.31819723098232,2.0,20.0,49.26804253164098
19.293091893458957,,16.0,45.17240492943567
19.061074639633283,1.0,7.0,28.24781808759838
14.613011404053875,2.0,20.0,47.72298425910696
20.026917614798442,4.0,12.0,51.15034791119239
20.047718886351838,3.0,17.0,53.65688409235095
18.801592997363773,4.0,,36.652745722514695
26.419534036206336,4.0,,47.32088946300124
25.213703303308485,1.0,20.0,55.24206665456745
19.590988365870416,2.0,18.0,54.27078679989037
22.667406607795918,1.0,13.0,42.22903414195592
19.14802601231397,4.0,8.0,41.75529229590264
24.86756641666485,1.0,,51.00570234496071
24.375708322750768,3.0,8.0,40.262868216557656
25.83693722437043,4.0,17.0,67.00288278375463
16.42323953912921,2.0,12.0,45.49592335951252
20.471108001976948,,19.0,58.21088198703184
23.700673882957716,1.0,5.0,31.466607880658998
13.70778023897048,3.0,9.0,39.99580385877413
25.914244240723626,1.0,19.0,56.146771841974456
23.32708149762933,1.0,20.0,56.740343030574536
25.637683186905132,4.0,12.0,53.11099609671053
25.69549392849781,1.0,9.0,41.141537870776865
21.785910696082816,3.0,15.0,51.26755073380026
13.218829828561669,4.0,6.0,33.10242234829937
23.033775791843013,4.0,9.0,46.927835449042256
16.539541215508677,4.0,8.0,36.874536305638074
25.490850570785938,1.0,17.0,50.71060052379829
26.84216286297088,,13.0,59.73532721855455
28.887059472921855,4.0,10.0,45.68045240865153
13.077461440204404,4.0,18.0,51.63362990100425
13.062594442870862,3.0,14.0,42.80052954144738
15.954712830363384,2.0,12.0,41.19143822201622
22.723229967846557,5.0,,55.97835336169194
26.091585200886023,5.0,14.0,61.542858137821355
21.085811542100394,3.0,12.0,50.10652011365725
20.383418837033673,5.0,12.0,47.863335112723576
22.80202755343094,1.0,10.0,35.35639394081408
21.712788309093348,2.0,15.0,58.24112173479134
27.495304058454522,3.0,8.0,43.59775008610743
26.47065483298355,1.0,11.0,47.6057834331647
23.7044431561989,,12.0,47.847233788727024
24.005443238430264,2.0,5.0,35.42757465770796
29.64882847409233,2.0,20.0,68.75093584795309
25.079548307786382,4.0,5.0,40.430759799960434
,2.0,17.0,49.47374372670688
15.853782259687604,2.0,5.0,26.884321496397984
18.20249755839556,5.0,18.0,63.22017104711267
19.923692790910604,3.0,9.0,35.74369513416558
15.109819773567878,3.0,13.0,42.056383763141305
15.401276563022085,,7.0,39.62410552195666
10.2803884580078,2.0,13.0,44.256633196577475
23.502792813121495,1.0,10.0,39.23309700674687
24.038739289854938,2.0,11.0,131.81373868295816
21.667374066334467,1.0,5.0,26.92442026479531
22.648556587361977,2.0,,51.95001289113589
26.270766106005013,5.0,7.0,54.43931025965352
31.780723699543685,2.0,9.0,146.69553656237883
22.88071094376302,4.0,10.0,50.603184927213
22.651167072641236,5.0,10.0,51.80385851008604
,4.0,9.0,
20.818968339983655,4.0,18.0,64.85971426642429
23.351482552534666,2.0,6.0,40.151953841526264
,4.0,13.0,50.008288004823285
17.7237499640127,5.0,8.0,41.32939991118227
32.487362103414696,,18.0,63.94427165960941
20.893814372618575,2.0,20.0,62.28657161046612
23.732747410040776,5.0,10.0,54.57833280298563
23.632330441934933,4.0,11.0,51.466218040075944
24.877191678122134,2.0,13.0,
21.939572559100547,4.0,15.0,56.938735896684655
22.207752221071193,1.0,,32.316824695506966
18.873922039932893,,13.0,51.710287578250245
22.598057378966672,5.0,13.0,55.44593807664823
25.5108058943883,1.0,14.0,43.40984447239067
13.303387922500068,3.0,12.0,40.19618147961434
21.611852309783643,5.0,20.0,66.71950717875421
17.57366941198719,,14.0,40.95206673790085
21.788301731432647,2.0,5.0,32.56268565355891
12.204437608664353,4.0,7.0,35.90848544947952
20.634196212846277,2.0,5.0,36.63114225098677
20.336165431874218,4.0,6.0,39.589609485622866
21.629222202129117,4.0,12.0,51.549522861455195
35.43358838632275,2.0,16.0,61.348869634000245
21.409088464237588,5.0,11.0,51.5336871405148
28.09479026208385,4.0,13.0,63.747588539161825
16.52784214111711,5.0,8.0,40.89149449721798
13.188071449996679,1.0,5.0,22.84556054095988
24.237406322831326,4.0,9.0,44.11824249054236
28.946879723034623,2.0,14.0,59.00276710528569
10.506554244706603,4.0,8.0,37.25418433113506
26.810150101546036,5.0,6.0,47.93917646972799
25.323373385409162,4.0,15.0,58.82165070376276
26.151554225598737,2.0,19.0,62.34013456682918
25.9553179927171,3.0,16.0,50.412939439311586
18.017551422566534,4.0,14.0,53.48004624331664
17.89976552557209,4.0,16.0,53.949995092501595
20.597359319593,4.0,17.0,59.282070517739236
12.024858998187549,2.0,15.0,41.75783712729575
21.984183172338653,3.0,15.0,54.61138738703622
19.331776388751724,1.0,18.0,44.19304229724732
22.815656261540344,3.0,9.0,46.03100332113586
32.0661253029356,2.0,14.0,59.73338442268953
15.06107767768615,3.0,9.0,41.09226740926738
21.881866261845627,5.0,11.0,49.143786767822675
15.93705443130805,3.0,12.0,43.61184449812031
26.38736166411581,2.0,14.0,51.150167823465765
20.647058251895256,5.0,20.0,71.26339859800738
26.239391944773356,1.0,13.0,50.329088438642444
14.371249476839065,1.0,7.0,
17.34586394982294,5.0,17.0,60.59588128904362
23.426161695869837,3.0,,34.75547315351315
23.868876794469205,4.0,20.0,63.04612565406482
30.581028664473436,5.0,10.0,63.861501686550326
24.324441554072916,4.0,20.0,74.04949472356182
28.688057265614376,3.0,15.0,61.33628355977103
22.528688890683313,,16.0,60.007144022958514
19.772417923555366,3.0,13.0,169.82703249213222
25.592812310992898,3.0,8.0,48.07421408355084
29.831268208999873,3.0,16.0,57.539364567977714
21.554748532546824,4.0,16.0,63.314717113993005
21.01734498691832,3.0,10.0,46.723820685240824
20.818748523277755,4.0,18.0,66.54566357654654
27.914153296248045,4.0,19.0,68.10622694818426
16.177997651264853,3.0,5.0,32.00709381883542
22.961392025437977,3.0,9.0,42.961967384400424
30.46246788411135,5.0,15.0,72.57366604265584
19.07293068560687,5.0,10.0,49.18044103479595
24.630319478729156,3.0,12.0,50.97099435129636
19.26446992162178,1.0,18.0,50.79277467187156
17.071287259885555,3.0,19.0,56.3096622905145
17.057766091247366,1.0,15.0,45.86719866367525
24.436936246932113,4.0,8.0,44.942746217551175
19.686373266299476,1.0,16.0,46.2244536165405
28.050892310712648,4.0,14.0,59.7551407917184
27.906340242767914,3.0,8.0,44.48056068964361
17.912551994614844,4.0,15.0,48.85725281118757
17.794301717899508,3.0,13.0,142.16957088341854
10.397716771626902,5.0,9.0,40.304741188996076
19.285689858296127,3.0,6.0,31.854929484405748
23.860800940273702,3.0,8.0,43.19807884869866
20.05069184382382,4.0,12.0,48.112892393162404
,2.0,19.0,60.870435606689504
23.27682270998644,4.0,6.0,40.25750919648753
25.607463516315853,3.0,17.0,61.04394883274014
17.29930376763121,5.0,20.0,68.31999066356563
27.07654684419974,1.0,17.0,63.97111557108125
23.26412556403265,2.0,18.0,55.1961969040311
24.181686033417606,1.0,18.0,51.82160525707144
20.559313222511282,3.0,15.0,53.0175399626844
21.636498489525305,3.0,16.0,57.53483993025401
21.09591649315966,1.0,18.0,55.491113587802545
25.386435099839844,5.0,9.0,51.56394088938901
18.49486250403011,2.0,8.0,34.73917318039712
,2.0,19.0,57.308926231116104
13.072272948932616,3.0,15.0,40.90926383290575
24.66497515729347,3.0,19.0,67.87697531190855
19.846723930783785,1.0,17.0,53.37153962548822
18.878765691568116,4.0,6.0,36.562974512219824
18.358972065358873,4.0,9.0,43.86272467492653
22.58473239543854,3.0,16.0,56.33611638971367
25.767501919144358,1.0,12.0,43.962817975210406
19.863458532286273,2.0,20.0,60.368961048390986
21.68284088330937,1.0,18.0,48.81263505401105
26.734974876012075,2.0,12.0,52.145433115765066
15.721721163138943,2.0,17.0,45.427293343533776
24.09279598698116,4.0,12.0,54.052468933490054
25.578610642530197,2.0,8.0,40.03263138660675
19.352077480447356,5.0,14.0,52.95155550728261
27.724421234768755,1.0,11.0,42.12319480947468
16.783345024078542,4.0,8.0,39.19778148940731
20.838304796148332,1.0,11.0,40.42823924478083
26.978606772577113,2.0,10.0,49.63552174492489
17.43240149248007,2.0,15.0,51.13794056390268
23.419083790096636,3.0,5.0,40.61705354485665
21.73299653317436,3.0,17.0,53.10350655669543
26.753558702139877,3.0,8.0,45.507986187855664
19.93774055601792,2.0,5.0,35.05360132901758
13.03118810219398,,13.0,42.312812643113126
25.542826562670207,5.0,19.0,69.37001492265811
23.685412202321256,3.0,14.0,47.645246784652315
26.363341677373747,3.0,19.0,67.69188480985899
14.05133515410673,2.0,,31.64048547454676
22.476810357587276,4.0,7.0,45.33841090349168
25.289010580159726,1.0,14.0,52.59089520546107
25.005595858333468,2.0,8.0,45.06937332697322
29.025409468682355,4.0,,59.97024238966445
,4.0,12.0,53.44673072186932
18.93371714535262,3.0,16.0,49.94610462014669
13.486809784040435,1.0,7.0,28.710798173132435
22.73891446939465,5.0,11.0,51.52862522457408
28.870189124667228,3.0,20.0,68.33314338106454
29.994369894705322,2.0,13.0,52.53682882792111
25.29455386389889,1.0,10.0,39.379543655304566
17.249122352230632,4.0,5.0,33.072302731987065
22.21368504606068,4.0,9.0,50.1525804094088
26.473692396487678,3.0,10.0,167.73605742499873
22.162380509752282,1.0,9.0,40.46173477936151
18.390070786559107,5.0,15.0,60.81119291770662
8.198949367948943,2.0,20.0,40.473672806297
20.169076075477395,4.0,18.0,58.00547737841415
30.99201156623881,2.0,10.0,49.4432240408985
25.93338286865207,1.0,20.0,56.26532081964077
24.749500510468266,5.0,,51.73480558281919
,1.0,12.0,37.620125658203555
18.578705875505463,5.0,19.0,
21.883788742540897,2.0,,
26.510327552418673,5.0,18.0,74.49678143822292
18.84131024654635,3.0,17.0,57.585534070834484
21.03382339032311,4.0,10.0,50.848072789155104
25.050740065971254,5.0,16.0,68.24893140921058
8.651690674189544,2.0,6.0,19.018446647451295
8.23904136127728,2.0,10.0,33.76084943389934
26.778288874423197,3.0,9.0,47.34299184492499
21.436207439850424,5.0,5.0,47.620418528266924
24.15970179207222,1.0,8.0,35.62646161391164
19.542529744336665,2.0,20.0,59.97064286399819
21.98226829678329,1.0,7.0,31.391505318877226
20.510269282233025,1.0,5.0,33.77708693976375
16.56846116280345,2.0,20.0,56.828830017516786
16.780635513478085,4.0,16.0,54.91150852300479
25.62160395787528,5.0,20.0,69.7152375948823
28.286136995562295,4.0,9.0,
32.39963320060248,2.0,8.0,50.813076952842756
22.99959149514751,3.0,9.0,44.19589633858663
21.00297509583702,5.0,18.0,
17.77854073534998,,15.0,44.959360435534116
24.4447701478205,2.0,5.0,35.856580128547726
19.708770556687806,3.0,11.0,46.53619327810538
24.7782683978913,3.0,14.0,58.897762883902935
27.374877498588503,2.0,11.0,48.3406713163046
25.136062450162882,3.0,18.0,62.17212656004441
19.82925007889847,4.0,19.0,63.48312590723476
18.095747606222382,3.0,7.0,43.840301127944905
13.900618973981592,4.0,17.0,49.5424297522226
37.38173139258599,1.0,6.0,45.76460607316199
18.147267168886852,1.0,,32.700636068221776
19.99358171974317,1.0,13.0,41.87498205903197
25.048335149169638,3.0,11.0,48.03969902678016
29.01924297669599,1.0,13.0,47.46987960225078
18.334463116073046,,19.0,57.12082324827997
16.148041053054875,5.0,19.0,64.59387179916075
19.80916294910759,2.0,20.0,56.09683675154352
19.05175579246672,4.0,17.0,57.891612299619815
14.628117274909261,5.0,20.0,59.53560420480898
25.82039950175843,1.0,9.0,40.86614816223484
21.186572491886285,1.0,20.0,54.341785312135805
23.583622824960475,4.0,16.0,58.75895532956905
17.327187170187102,2.0,19.0,52.00914178839779
24.502780629044004,2.0,9.0,40.57932573487315
14.644801737698002,4.0,12.0,40.52357921525378
23.5976729703909,4.0,10.0,49.51032370536779
23.21650648249718,2.0,17.0,59.226300473688944
26.05734694356584,4.0,5.0,41.8604470823836
25.570459227088726,4.0,19.0,70.44710754560494
19.431679254108847,3.0,7.0,39.99141472440581
14.084714622739432,3.0,5.0,30.1499947782086
19.544032405086288,3.0,20.0,59.7942688647898
28.159336931037267,3.0,13.0,54.01093223347342
22.375400295023898,,9.0,40.312580793189525
19.068575795572855,2.0,15.0,47.72673627013159
18.232565097343315,2.0,13.0,43.95176133782408
25.031857344379702,3.0,18.0,64.59811424349418
17.395688620124233,1.0,7.0,35.011604854311166
24.375649491135196,4.0,6.0,36.98684038997076
19.556595708935394,1.0,19.0,54.16027190172619
31.06003919595505,5.0,,65.13373715411588
27.24769578628197,5.0,5.0,44.70081959732398
26.029049987244363,2.0,7.0,37.76849313941723
22.302118576823037,2.0,12.0,41.13681602909075
21.06276317365995,1.0,20.0,60.72597717929024
30.052533004037876,3.0,20.0,
17.708170634119867,2.0,7.0,34.9726511734443
20.601040422355684,5.0,13.0,63.34682269532492
23.365010286178194,1.0,9.0,42.12639703322936
21.92467210534284,2.0,,38.825371591377476
27.439895403402218,3.0,13.0,57.01041858925356
18.73866210513883,,18.0,66.27297951114667
15.882686383204327,1.0,8.0,27.336703159526667
21.251811033101486,3.0,14.0,54.39369969379853
25.68167851086128,2.0,15.0,52.30514738486846
23.96492059587752,2.0,8.0,
26.334232659383005,2.0,5.0,39.48892383858101
30.86166342754379,3.0,20.0,70.67151548498111
23.967624979059156,4.0,7.0,48.84042783375308
20.034514140513423,5.0,12.0,56.29516490736799
26.4583020407241,4.0,17.0,65.77716341632194
26.069602744932656,2.0,18.0,54.988301990285024
19.15897973635105,5.0,9.0,55.14503884176738
12.603413606262416,5.0,,55.11535666542527
17.52622323091005,,14.0,
24.978361087937966,5.0,9.0,54.017732136301106
19.264922508549233,1.0,17.0,44.14103398892065
17.305856676370183,,16.0,51.01429617491266
25.799086796707176,2.0,8.0,35.98429472038014
16.282363659005522,1.0,11.0,36.386622364541374
27.8594801814223,2.0,9.0,43.15166075016414
11.894886091652772,1.0,20.0,47.15074156463459
25.860178124679926,2.0,,49.84969966926982
14.776678689163315,3.0,10.0,
26.339392314355067,3.0,8.0,49.0132963132727
18.656997414673178,2.0,19.0,
20.08422952807946,5.0,7.0,40.226178340445344
,5.0,16.0,57.80334699513437
21.030407870077763,1.0,13.0,45.491519204526085
25.443312045722188,3.0,5.0,45.23630680191617
27.74293107492597,3.0,15.0,53.653647292901134
16.499607621587693,2.0,20.0,53.256880127425866
,4.0,9.0,50.4930067232061
21.276710224617084,4.0,5.0,41.18419073295362
24.56459901148115,4.0,7.0,47.089094791899605
17.800165157932966,2.0,15.0,49.068802785957246
17.096315522262497,1.0,6.0,25.245527638662875
28.211166361122427,4.0,20.0,66.17138152045321
20.880325814879626,2.0,11.0,39.40533006736711
13.192839050554914,2.0,20.0,49.13941260838001
27.1044411911181,,9.0,36.00439002995137
26.883604702260357,3.0,6.0,38.011532544996
,5.0,16.0,63.518640319423966
19.714103634086218,4.0,18.0,57.629523901081804
24.866324786579344,2.0,9.0,45.00378289026913
20.12207846115359,1.0,8.0,29.96743327543426
22.876179256564843,4.0,15.0,54.336097761887245
16.67042587751727,5.0,20.0,63.234897240422356
22.58078426694128,4.0,18.0,64.2567695845041
26.035570821776048,3.0,6.0,
29.031363623877397,3.0,12.0,52.82117100942003
16.625465857401874,3.0,7.0,36.48347092877661
24.820297980472798,1.0,10.0,43.37803307913533
24.191358192591636,3.0,7.0,48.0472186933215
22.929883745965345,1.0,6.0,38.109508844287646
13.620723610755986,1.0,16.0,
20.49878498551085,1.0,6.0,30.40554580143909
18.892885184352135,2.0,20.0,52.66828813754762
,2.0,12.0,36.94362317143051
15.440275585766326,1.0,16.0,41.124796691033204
25.349104174659516,2.0,6.0,36.73916174207746
15.494673903515196,3.0,18.0,50.654161389487726
21.3714478367303,4.0,10.0,46.72392684782237
20.107321679985223,4.0,14.0,54.762258534491636
10.763176770806258,3.0,12.0,42.72578550994428
18.336427656613743,4.0,6.0,39.258882697826806
22.778800099902448,3.0,8.0,40.08539644569646
10.305480202890687,1.0,12.0,30.73530062820417
22.216138500172235,3.0,11.0,49.6822492093291
12.859190205685561,4.0,,111.48905148027922
31.22561037013891,3.0,19.0,69.94224305192346
20.317500552989774,1.0,16.0,46.35987408601955
26.05557929802619,5.0,19.0,68.29944337059388
21.768598757567794,,15.0,50.764335667247316
23.122705280623364,1.0,8.0,37.29027257357613
32.16620832486266,1.0,20.0,63.29612790809829
30.281766407869604,5.0,5.0,50.77642638399389
19.47902353639335,1.0,10.0,34.808121225883404
26.401282746022723,,14.0,63.76325840312481
18.98812370768713,3.0,18.0,57.22650443182856
21.4211526019975,5.0,8.0,47.23507287585449
24.282781784921337,2.0,20.0,59.28484315256117
29.344036744271758,2.0,14.0,55.09711553589461
20.72112379749234,3.0,19.0,61.1807849435643
25.08097233429853,1.0,6.0,39.61006435873834
24.375599381696993,5.0,15.0,62.16102164249591
16.063607919272627,1.0,20.0,55.74626471573862
24.68080047682601,3.0,17.0,205.2567566641414
